ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
3978;Mannen en vrouwen;93 jaar;2039;26560;4072;2409;1663;1556;108;1316;2756
3979;Mannen en vrouwen;93 jaar;2040;37906;5120;2675;2444;2273;171;1362;3757
3980;Mannen en vrouwen;93 jaar;2041;36562;5556;3183;2374;2185;188;1458;4099
3981;Mannen en vrouwen;93 jaar;2042;34640;5602;3437;2165;1988;177;1628;3973
3982;Mannen en vrouwen;93 jaar;2043;33756;5588;3545;2043;1868;175;1660;3928
3983;Mannen en vrouwen;93 jaar;2044;33158;5867;3785;2082;1877;205;1962;3905
3984;Mannen en vrouwen;93 jaar;2045;33441;5680;3413;2268;1900;368;1848;3832
3985;Mannen en vrouwen;93 jaar;2046;34700;5976;3671;2306;1862;444;2109;3867
3986;Mannen en vrouwen;93 jaar;2047;34787;5987;3789;2198;1758;440;2221;3766
3987;Mannen en vrouwen;93 jaar;2048;35289;6221;4003;2218;1767;451;2431;3790
3988;Mannen en vrouwen;93 jaar;2049;35928;6367;4102;2265;1775;490;2562;3805
3989;Mannen en vrouwen;93 jaar;2050;36742;6637;4351;2286;1777;509;2810;3827
3990;Mannen en vrouwen;94 jaar;2009;7627;656;513;143;129;15;42;614
3991;Mannen en vrouwen;94 jaar;2010;7321;604;435;169;155;14;49;555
3992;Mannen en vrouwen;94 jaar;2011;7643;610;426;184;169;15;38;573
3993;Mannen en vrouwen;94 jaar;2012;7979;580;362;218;199;19;54;526
3994;Mannen en vrouwen;94 jaar;2013;7958;619;397;221;201;20;41;578
3995;Mannen en vrouwen;94 jaar;2014;8561;697;439;258;228;30;46;651
3996;Mannen en vrouwen;94 jaar;2015;10329;883;561;321;287;34;88;794
3997;Mannen en vrouwen;94 jaar;2016;10439;970;616;354;319;35;94;876
3998;Mannen en vrouwen;94 jaar;2017;10667;971;628;343;309;34;99;872
3999;Mannen en vrouwen;94 jaar;2018;11169;1093;700;393;357;37;102;992
4000;Mannen en vrouwen;94 jaar;2019;11193;1150;715;435;391;43;101;1049
4001;Mannen en vrouwen;94 jaar;2020;11239;1198;742;456;412;43;146;1052
4002;Mannen en vrouwen;94 jaar;2021;11583;1220;717;503;456;47;147;1073
4003;Mannen en vrouwen;94 jaar;2022;11708;1254;701;553;504;49;144;1110
4004;Mannen en vrouwen;94 jaar;2023;12354;1356;741;616;554;61;179;1177
4005;Mannen en vrouwen;94 jaar;2024;12562;1424;751;673;612;62;203;1221
4006;Mannen en vrouwen;94 jaar;2025;13284;1584;847;738;663;74;262;1322
4007;Mannen en vrouwen;94 jaar;2026;13383;1601;809;792;716;76;248;1352
4008;Mannen en vrouwen;94 jaar;2027;13806;1769;893;876;795;81;309;1460
4009;Mannen en vrouwen;94 jaar;2028;13675;1853;947;906;826;80;349;1504
4010;Mannen en vrouwen;94 jaar;2029;14091;2008;1011;997;910;87;388;1620
4011;Mannen en vrouwen;94 jaar;2030;14370;2196;1133;1063;970;93;457;1739
4012;Mannen en vrouwen;94 jaar;2031;14892;2361;1232;1130;1041;89;517;1844
4013;Mannen en vrouwen;94 jaar;2032;15158;2459;1311;1148;1059;89;571;1888
4014;Mannen en vrouwen;94 jaar;2033;16288;2722;1492;1230;1132;97;666;2056
4015;Mannen en vrouwen;94 jaar;2034;16918;2849;1582;1267;1173;94;696;2153
4016;Mannen en vrouwen;94 jaar;2035;17650;3173;1851;1322;1223;99;884;2289
4017;Mannen en vrouwen;94 jaar;2036;17613;2983;1716;1267;1174;93;763;2220
4018;Mannen en vrouwen;94 jaar;2037;18706;3187;1899;1287;1199;88;914;2273
4019;Mannen en vrouwen;94 jaar;2038;21024;3010;1657;1353;1261;92;866;2143
4020;Mannen en vrouwen;94 jaar;2039;22474;3178;1795;1383;1295;88;957;2221
4021;Mannen en vrouwen;94 jaar;2040;21505;3297;1950;1347;1260;87;1065;2232
4022;Mannen en vrouwen;94 jaar;2041;30713;4149;2168;1981;1842;139;1103;3046
4023;Mannen en vrouwen;94 jaar;2042;29646;4507;2582;1925;1772;153;1182;3325
4024;Mannen en vrouwen;94 jaar;2043;28105;4546;2790;1756;1613;143;1321;3225
4025;Mannen en vrouwen;94 jaar;2044;27403;4539;2880;1659;1517;142;1348;3191
4026;Mannen en vrouwen;94 jaar;2045;26933;4769;3078;1691;1525;166;1594;3175
4027;Mannen en vrouwen;94 jaar;2046;27175;4621;2777;1844;1545;299;1503;3118
4028;Mannen en vrouwen;94 jaar;2047;28212;4865;2989;1875;1515;361;1716;3148
4029;Mannen en vrouwen;94 jaar;2048;28298;4876;3087;1789;1431;358;1808;3068
4030;Mannen en vrouwen;94 jaar;2049;28718;5071;3264;1807;1440;368;1981;3090
4031;Mannen en vrouwen;94 jaar;2050;29255;5192;3345;1846;1447;399;2088;3104
4032;Mannen en vrouwen;95 jaar;2009;5334;509;393;116;102;14;26;484
4033;Mannen en vrouwen;95 jaar;2010;5800;499;390;109;98;11;32;468
4034;Mannen en vrouwen;95 jaar;2011;5576;461;332;129;118;11;37;423
4035;Mannen en vrouwen;95 jaar;2012;5827;466;325;141;129;12;29;437
4036;Mannen en vrouwen;95 jaar;2013;6091;443;277;166;152;15;41;402
4037;Mannen en vrouwen;95 jaar;2014;6082;473;304;169;154;15;31;442
4038;Mannen en vrouwen;95 jaar;2015;6549;534;337;197;174;23;35;499
4039;Mannen en vrouwen;95 jaar;2016;7908;677;431;246;220;26;68;609
4040;Mannen en vrouwen;95 jaar;2017;8002;744;473;271;244;27;72;672
4041;Mannen en vrouwen;95 jaar;2018;8186;746;483;263;237;26;76;670
4042;Mannen en vrouwen;95 jaar;2019;8582;842;540;302;274;28;78;763
4043;Mannen en vrouwen;95 jaar;2020;8614;886;552;334;301;33;78;809
4044;Mannen en vrouwen;95 jaar;2021;8658;925;574;351;318;33;112;813
4045;Mannen en vrouwen;95 jaar;2022;8935;942;554;388;352;36;114;829
4046;Mannen en vrouwen;95 jaar;2023;9045;970;543;427;390;38;111;859
4047;Mannen en vrouwen;95 jaar;2024;9559;1050;574;477;429;48;139;912
4048;Mannen en vrouwen;95 jaar;2025;9733;1105;582;522;474;48;157;947
4049;Mannen en vrouwen;95 jaar;2026;10308;1230;657;573;515;58;203;1027
4050;Mannen en vrouwen;95 jaar;2027;10400;1245;629;615;556;59;193;1052
4051;Mannen en vrouwen;95 jaar;2028;10745;1377;695;682;619;63;240;1137
4052;Mannen en vrouwen;95 jaar;2029;10658;1445;738;707;645;62;272;1173
4053;Mannen en vrouwen;95 jaar;2030;10999;1568;789;779;711;68;302;1266
4054;Mannen en vrouwen;95 jaar;2031;11232;1717;886;831;759;73;357;1360
4055;Mannen en vrouwen;95 jaar;2032;11657;1848;963;885;816;69;404;1444
4056;Mannen en vrouwen;95 jaar;2033;11882;1927;1026;900;830;70;446;1480
4057;Mannen en vrouwen;95 jaar;2034;12784;2135;1169;966;889;76;521;1614
4058;Mannen en vrouwen;95 jaar;2035;13295;2238;1242;997;923;74;545;1693
4059;Mannen en vrouwen;95 jaar;2036;13887;2494;1454;1040;963;78;693;1801
4060;Mannen en vrouwen;95 jaar;2037;13871;2348;1350;998;925;73;600;1749
4061;Mannen en vrouwen;95 jaar;2038;14745;2511;1496;1015;946;70;719;1792
4062;Mannen en vrouwen;95 jaar;2039;16588;2373;1306;1067;995;73;682;1691
4063;Mannen en vrouwen;95 jaar;2040;17746;2509;1417;1092;1023;69;755;1754
4064;Mannen en vrouwen;95 jaar;2041;16993;2605;1541;1064;995;69;841;1764
4065;Mannen en vrouwen;95 jaar;2042;24283;3280;1714;1566;1457;110;871;2409
4066;Mannen en vrouwen;95 jaar;2043;23457;3566;2043;1522;1402;121;935;2631
4067;Mannen en vrouwen;95 jaar;2044;22248;3599;2209;1390;1277;113;1046;2554
4068;Mannen en vrouwen;95 jaar;2045;21704;3597;2283;1314;1201;112;1068;2529
4069;Mannen en vrouwen;95 jaar;2046;21342;3782;2441;1341;1209;132;1264;2518
4070;Mannen en vrouwen;95 jaar;2047;21544;3666;2204;1462;1225;237;1192;2474
4071;Mannen en vrouwen;95 jaar;2048;22376;3862;2374;1488;1202;286;1362;2500
4072;Mannen en vrouwen;95 jaar;2049;22455;3873;2453;1420;1136;284;1436;2437
4073;Mannen en vrouwen;95 jaar;2050;22797;4031;2595;1436;1144;292;1574;2457
4074;Mannen en vrouwen;96 jaar;2009;3622;358;276;82;71;11;16;342
4075;Mannen en vrouwen;96 jaar;2010;3939;377;291;85;75;10;19;358
4076;Mannen en vrouwen;96 jaar;2011;4288;370;289;81;72;8;24;347
4077;Mannen en vrouwen;96 jaar;2012;4130;342;247;95;87;8;27;314
4078;Mannen en vrouwen;96 jaar;2013;4321;346;242;104;96;9;21;325
4079;Mannen en vrouwen;96 jaar;2014;4522;329;206;123;113;11;31;299
4080;Mannen en vrouwen;96 jaar;2015;4520;353;227;126;114;11;23;329
4081;Mannen en vrouwen;96 jaar;2016;4873;398;251;147;130;17;26;372
4082;Mannen en vrouwen;96 jaar;2017;5890;506;322;184;164;19;51;455
4083;Mannen en vrouwen;96 jaar;2018;5969;556;354;202;182;20;54;503
4084;Mannen en vrouwen;96 jaar;2019;6114;558;362;196;177;19;57;502
4085;Mannen en vrouwen;96 jaar;2020;6419;631;405;226;205;21;59;572
4086;Mannen en vrouwen;96 jaar;2021;6452;666;415;251;226;25;58;607
4087;Mannen en vrouwen;96 jaar;2022;6493;696;432;264;238;25;84;611
4088;Mannen en vrouwen;96 jaar;2023;6711;709;418;292;264;27;86;624
4089;Mannen en vrouwen;96 jaar;2024;6804;731;409;322;293;29;84;647
4090;Mannen en vrouwen;96 jaar;2025;7202;793;433;360;324;36;105;688
4091;Mannen en vrouwen;96 jaar;2026;7345;835;440;395;358;36;119;716
4092;Mannen en vrouwen;96 jaar;2027;7790;931;497;433;389;44;153;777
4093;Mannen en vrouwen;96 jaar;2028;7873;943;477;466;421;45;146;797
4094;Mannen en vrouwen;96 jaar;2029;8146;1045;527;518;470;48;182;863
4095;Mannen en vrouwen;96 jaar;2030;8092;1098;561;537;490;47;206;892
4096;Mannen en vrouwen;96 jaar;2031;8363;1193;600;593;542;52;229;964
4097;Mannen en vrouwen;96 jaar;2032;8552;1308;675;634;578;55;271;1037
4098;Mannen en vrouwen;96 jaar;2033;8889;1409;734;676;623;53;307;1102
4099;Mannen en vrouwen;96 jaar;2034;9073;1471;783;688;635;53;340;1131
4100;Mannen en vrouwen;96 jaar;2035;9774;1632;893;739;680;58;398;1235
4101;Mannen en vrouwen;96 jaar;2036;10178;1713;950;764;707;57;416;1297
4102;Mannen en vrouwen;96 jaar;2037;10643;1910;1113;798;738;60;530;1380
4103;Mannen en vrouwen;96 jaar;2038;10638;1801;1035;766;710;56;459;1342
4104;Mannen en vrouwen;96 jaar;2039;11319;1928;1148;779;726;53;551;1376
4105;Mannen en vrouwen;96 jaar;2040;12745;1823;1003;820;764;56;524;1300
4106;Mannen en vrouwen;96 jaar;2041;13645;1929;1089;840;786;53;580;1349
4107;Mannen en vrouwen;96 jaar;2042;13075;2004;1186;818;765;53;646;1357
4108;Mannen en vrouwen;96 jaar;2043;18694;2526;1320;1206;1122;84;670;1856
4109;Mannen en vrouwen;96 jaar;2044;18070;2747;1575;1173;1080;93;720;2028
4110;Mannen en vrouwen;96 jaar;2045;17145;2775;1703;1072;984;87;806;1969
4111;Mannen en vrouwen;96 jaar;2046;16734;2775;1762;1013;927;86;824;1951
4112;Mannen en vrouwen;96 jaar;2047;16462;2920;1885;1035;933;102;975;1944
4113;Mannen en vrouwen;96 jaar;2048;16624;2832;1703;1129;946;183;921;1911
4114;Mannen en vrouwen;96 jaar;2049;17273;2985;1836;1150;928;221;1052;1933
4115;Mannen en vrouwen;96 jaar;2050;17341;2996;1898;1098;878;220;1110;1886
4116;Mannen en vrouwen;97 jaar;2009;2395;250;207;43;38;4;16;233
4117;Mannen en vrouwen;97 jaar;2010;2594;257;198;59;51;8;11;246
4118;Mannen en vrouwen;97 jaar;2011;2825;271;210;61;54;7;14;257
4119;Mannen en vrouwen;97 jaar;2012;3079;266;208;58;52;6;17;249
4120;Mannen en vrouwen;97 jaar;2013;2971;246;178;68;63;6;20;227
4121;Mannen en vrouwen;97 jaar;2014;3111;250;174;75;69;6;15;234
4122;Mannen en vrouwen;97 jaar;2015;3260;238;149;89;81;8;22;215
4123;Mannen en vrouwen;97 jaar;2016;3264;255;164;91;83;8;17;238
4124;Mannen en vrouwen;97 jaar;2017;3523;288;182;106;94;12;19;269
4125;Mannen en vrouwen;97 jaar;2018;4262;367;233;133;119;14;37;330
4126;Mannen en vrouwen;97 jaar;2019;4325;404;257;147;132;14;39;365
4127;Mannen en vrouwen;97 jaar;2020;4436;406;263;143;129;14;41;365
4128;Mannen en vrouwen;97 jaar;2021;4666;459;295;164;149;15;43;417
4129;Mannen en vrouwen;97 jaar;2022;4697;486;303;183;164;18;42;443
4130;Mannen en vrouwen;97 jaar;2023;4734;508;316;192;174;18;62;447
4131;Mannen en vrouwen;97 jaar;2024;4900;519;306;213;193;20;62;456
4132;Mannen en vrouwen;97 jaar;2025;4975;536;300;236;215;21;62;474
4133;Mannen en vrouwen;97 jaar;2026;5276;582;318;264;237;26;77;504
4134;Mannen en vrouwen;97 jaar;2027;5388;614;324;290;263;27;87;526
4135;Mannen en vrouwen;97 jaar;2028;5724;685;366;319;286;32;112;572
4136;Mannen en vrouwen;97 jaar;2029;5795;695;351;343;311;33;107;588
4137;Mannen en vrouwen;97 jaar;2030;6005;771;389;382;347;36;134;637
4138;Mannen en vrouwen;97 jaar;2031;5975;811;414;397;362;35;152;660
4139;Mannen en vrouwen;97 jaar;2032;6184;883;444;439;401;38;169;714
4140;Mannen en vrouwen;97 jaar;2033;6333;969;500;470;429;41;201;769
4141;Mannen en vrouwen;97 jaar;2034;6592;1045;544;502;462;39;227;818
4142;Mannen en vrouwen;97 jaar;2035;6738;1092;581;511;472;40;252;840
4143;Mannen en vrouwen;97 jaar;2036;7266;1213;663;550;506;44;295;918
4144;Mannen en vrouwen;97 jaar;2037;7575;1275;706;569;527;42;309;966
4145;Mannen en vrouwen;97 jaar;2038;7929;1422;828;594;550;45;394;1028
4146;Mannen en vrouwen;97 jaar;2039;7933;1342;771;571;529;42;342;1001
4147;Mannen en vrouwen;97 jaar;2040;8447;1438;857;582;542;40;411;1027
4148;Mannen en vrouwen;97 jaar;2041;9518;1361;749;613;571;42;390;971
4149;Mannen en vrouwen;97 jaar;2042;10197;1441;814;628;588;40;433;1009
4150;Mannen en vrouwen;97 jaar;2043;9777;1498;886;612;572;40;483;1015
4151;Mannen en vrouwen;97 jaar;2044;13984;1890;987;902;839;63;501;1389
4152;Mannen en vrouwen;97 jaar;2045;13526;2056;1179;878;808;69;538;1518
4153;Mannen en vrouwen;97 jaar;2046;12838;2078;1276;802;737;65;603;1475
4154;Mannen en vrouwen;97 jaar;2047;12535;2080;1321;759;694;65;617;1463
4155;Mannen en vrouwen;97 jaar;2048;12335;2190;1414;776;699;76;731;1458
4156;Mannen en vrouwen;97 jaar;2049;12462;2125;1278;847;710;137;691;1435
4157;Mannen en vrouwen;97 jaar;2050;12953;2241;1378;863;697;166;790;1452
4158;Mannen en vrouwen;98 jaar;2009;1620;176;141;34;32;3;12;164
4159;Mannen en vrouwen;98 jaar;2010;1658;173;144;29;27;3;11;162
4160;Mannen en vrouwen;98 jaar;2011;1797;179;138;41;35;6;8;171
4161;Mannen en vrouwen;98 jaar;2012;1960;188;146;42;37;5;9;179
4162;Mannen en vrouwen;98 jaar;2013;2139;185;145;40;36;4;12;174
4163;Mannen en vrouwen;98 jaar;2014;2067;172;124;48;44;4;14;158
4164;Mannen en vrouwen;98 jaar;2015;2169;174;122;53;48;4;11;164
4165;Mannen en vrouwen;98 jaar;2016;2275;166;104;62;57;5;16;150
4166;Mannen en vrouwen;98 jaar;2017;2281;179;115;64;58;6;12;167
4167;Mannen en vrouwen;98 jaar;2018;2465;202;127;74;66;9;13;189
4168;Mannen en vrouwen;98 jaar;2019;2987;257;164;93;84;10;26;232
4169;Mannen en vrouwen;98 jaar;2020;3035;284;181;103;93;10;27;257
4170;Mannen en vrouwen;98 jaar;2021;3117;286;186;100;90;10;29;257
4171;Mannen en vrouwen;98 jaar;2022;3285;324;208;116;105;11;30;294
4172;Mannen en vrouwen;98 jaar;2023;3313;343;214;129;116;13;30;313
4173;Mannen en vrouwen;98 jaar;2024;3343;360;224;136;123;13;44;316
4174;Mannen en vrouwen;98 jaar;2025;3466;368;217;151;137;14;44;324
4175;Mannen en vrouwen;98 jaar;2026;3526;380;213;167;152;15;44;337
4176;Mannen en vrouwen;98 jaar;2027;3746;413;226;188;169;19;55;359
4177;Mannen en vrouwen;98 jaar;2028;3832;437;231;207;188;19;62;375
4178;Mannen en vrouwen;98 jaar;2029;4078;488;261;227;204;23;80;408
4179;Mannen en vrouwen;98 jaar;2030;4135;496;251;245;222;24;77;420
4180;Mannen en vrouwen;98 jaar;2031;4291;552;278;274;248;26;96;456
4181;Mannen en vrouwen;98 jaar;2032;4276;581;296;285;260;25;108;473
4182;Mannen en vrouwen;98 jaar;2033;4433;633;318;315;288;28;121;512
4183;Mannen en vrouwen;98 jaar;2034;4546;696;359;338;308;29;144;552
4184;Mannen en vrouwen;98 jaar;2035;4738;752;391;361;333;28;163;588
4185;Mannen en vrouwen;98 jaar;2036;4849;786;418;368;340;28;181;605
4186;Mannen en vrouwen;98 jaar;2037;5236;874;478;396;365;31;212;662
4187;Mannen en vrouwen;98 jaar;2038;5464;920;509;410;380;30;223;697
4188;Mannen en vrouwen;98 jaar;2039;5724;1027;597;429;397;32;284;743
4189;Mannen en vrouwen;98 jaar;2040;5731;970;557;413;383;30;247;723
4190;Mannen en vrouwen;98 jaar;2041;6107;1040;619;421;392;29;297;743
4191;Mannen en vrouwen;98 jaar;2042;6886;985;542;443;413;30;282;703
4192;Mannen en vrouwen;98 jaar;2043;7382;1044;589;454;425;29;313;730
4193;Mannen en vrouwen;98 jaar;2044;7082;1085;642;443;414;29;350;735
4194;Mannen en vrouwen;98 jaar;2045;10134;1370;715;654;608;46;363;1007
4195;Mannen en vrouwen;98 jaar;2046;9807;1491;855;636;586;50;390;1101
4196;Mannen en vrouwen;98 jaar;2047;9310;1508;926;582;535;47;438;1070
4197;Mannen en vrouwen;98 jaar;2048;9094;1510;959;551;504;47;448;1062
4198;Mannen en vrouwen;98 jaar;2049;8952;1591;1027;563;508;55;531;1060
4199;Mannen en vrouwen;98 jaar;2050;9046;1545;929;616;516;100;502;1043
4200;Mannen en vrouwen;99 jaar;2009;2645;293;252;41;38;3;18;275
4201;Mannen en vrouwen;99 jaar;2010;2845;313;263;50;47;4;20;293
4202;Mannen en vrouwen;99 jaar;2011;3007;325;272;53;49;4;21;304
4203;Mannen en vrouwen;99 jaar;2012;3213;338;275;63;56;7;19;319
4204;Mannen en vrouwen;99 jaar;2013;3465;353;283;70;62;8;19;334
4205;Mannen en vrouwen;99 jaar;2014;3759;362;288;74;66;8;21;341
4206;Mannen en vrouwen;99 jaar;2015;3914;359;277;82;74;8;23;336
4207;Mannen en vrouwen;99 jaar;2016;4093;359;269;90;82;8;23;337
4208;Mannen en vrouwen;99 jaar;2017;4290;355;252;103;93;9;26;329
4209;Mannen en vrouwen;99 jaar;2018;4435;360;248;112;102;10;26;335
4210;Mannen en vrouwen;99 jaar;2019;4664;380;254;126;113;13;26;354
4211;Mannen en vrouwen;99 jaar;2020;5178;432;284;149;133;15;35;397
4212;Mannen en vrouwen;99 jaar;2021;5568;486;316;171;153;17;43;444
4213;Mannen en vrouwen;99 jaar;2022;5899;525;341;184;166;18;49;477
4214;Mannen en vrouwen;99 jaar;2023;6247;579;374;204;184;20;54;525
4215;Mannen en vrouwen;99 jaar;2024;6517;629;402;227;205;22;57;572
4216;Mannen en vrouwen;99 jaar;2025;6733;676;428;248;224;24;69;608
4217;Mannen en vrouwen;99 jaar;2026;6977;715;442;273;247;26;77;638
4218;Mannen en vrouwen;99 jaar;2027;7196;752;450;302;274;28;83;669
4219;Mannen en vrouwen;99 jaar;2028;7510;801;465;336;304;32;95;706
4220;Mannen en vrouwen;99 jaar;2029;7799;852;479;374;339;35;108;744
4221;Mannen en vrouwen;99 jaar;2030;8180;924;510;415;374;40;129;795
4222;Mannen en vrouwen;99 jaar;2031;8495;981;525;456;412;44;142;839
4223;Mannen en vrouwen;99 jaar;2032;8835;1060;555;504;456;48;164;896
4224;Mannen en vrouwen;99 jaar;2033;9073;1137;590;547;496;51;188;948
4225;Mannen en vrouwen;99 jaar;2034;9360;1228;629;598;544;54;214;1013
4226;Mannen en vrouwen;99 jaar;2035;9651;1336;686;650;592;58;248;1087
4227;Mannen en vrouwen;99 jaar;2036;9999;1451;748;703;643;60;286;1165
4228;Mannen en vrouwen;99 jaar;2037;10332;1556;811;745;684;62;324;1232
4229;Mannen en vrouwen;99 jaar;2038;10841;1693;897;795;730;65;373;1319
4230;Mannen en vrouwen;99 jaar;2039;11368;1820;980;841;774;66;415;1406
4231;Mannen en vrouwen;99 jaar;2040;11925;1986;1100;886;817;69;487;1499
4232;Mannen en vrouwen;99 jaar;2041;12327;2063;1156;907;838;69;511;1551
4233;Mannen en vrouwen;99 jaar;2042;12879;2167;1240;927;859;68;564;1603
4234;Mannen en vrouwen;99 jaar;2043;13816;2202;1245;958;889;69;591;1611
4235;Mannen en vrouwen;99 jaar;2044;14824;2270;1282;987;919;68;632;1638
4236;Mannen en vrouwen;99 jaar;2045;15326;2347;1346;1001;933;68;686;1661
4237;Mannen en vrouwen;99 jaar;2046;17818;2601;1443;1158;1079;80;734;1867
4238;Mannen en vrouwen;99 jaar;2047;19339;2865;1609;1257;1166;91;786;2079
4239;Mannen en vrouwen;99 jaar;2048;20063;3063;1775;1288;1191;97;857;2206
4240;Mannen en vrouwen;99 jaar;2049;20424;3205;1916;1289;1188;101;914;2291
4241;Mannen en vrouwen;99 jaar;2050;20583;3362;2063;1300;1190;110;1012;2350
4242;Mannen en vrouwen;0 tot 5 jaar;2009;708924;222884;13897;208987;97626;111361;158230;64654
4243;Mannen en vrouwen;0 tot 5 jaar;2010;698770;221232;14204;207029;98006;109022;155217;66015
4244;Mannen en vrouwen;0 tot 5 jaar;2011;691674;219917;13703;206213;99071;107143;151978;67939
4245;Mannen en vrouwen;0 tot 5 jaar;2012;686254;218934;12917;206017;100543;105473;148821;70113
4246;Mannen en vrouwen;0 tot 5 jaar;2013;683741;218450;12461;205988;101915;104074;145842;72610
4247;Mannen en vrouwen;0 tot 5 jaar;2014;678043;217475;12374;205102;102991;102109;142924;74551
4248;Mannen en vrouwen;0 tot 5 jaar;2015;676619;216174;12408;203766;103723;100041;140034;76139
4249;Mannen en vrouwen;0 tot 5 jaar;2016;678398;214811;12496;202315;104273;98042;137334;77477
4250;Mannen en vrouwen;0 tot 5 jaar;2017;681558;213513;12627;200886;104724;96163;134900;78616
4251;Mannen en vrouwen;0 tot 5 jaar;2018;685606;212402;12781;199621;105145;94478;132799;79602
4252;Mannen en vrouwen;0 tot 5 jaar;2019;690140;211483;12940;198544;105558;92984;131010;80473
4253;Mannen en vrouwen;0 tot 5 jaar;2020;695573;210776;13085;197693;105992;91701;129508;81270
4254;Mannen en vrouwen;0 tot 5 jaar;2021;701419;210253;13192;197059;106460;90600;128251;82004
4255;Mannen en vrouwen;0 tot 5 jaar;2022;707308;209901;13270;196633;106975;89656;127197;82705
4256;Mannen en vrouwen;0 tot 5 jaar;2023;713060;209696;13320;196375;107520;88854;126318;83379
4257;Mannen en vrouwen;0 tot 5 jaar;2024;718419;209618;13359;196258;108091;88166;125582;84037
4258;Mannen en vrouwen;0 tot 5 jaar;2025;723207;209671;13396;196275;108682;87590;124981;84690
4259;Mannen en vrouwen;0 tot 5 jaar;2026;727254;209863;13428;196435;109307;87127;124516;85347
4260;Mannen en vrouwen;0 tot 5 jaar;2027;730535;210197;13463;196736;109973;86763;124185;86012
4261;Mannen en vrouwen;0 tot 5 jaar;2028;733085;210652;13494;197158;110652;86508;123968;86687
4262;Mannen en vrouwen;0 tot 5 jaar;2029;734961;211217;13525;197692;111342;86349;123854;87362
4263;Mannen en vrouwen;0 tot 5 jaar;2030;736223;211886;13559;198327;112053;86276;123832;88053
4264;Mannen en vrouwen;0 tot 5 jaar;2031;736803;212654;13592;199063;112769;86294;123897;88757
4265;Mannen en vrouwen;0 tot 5 jaar;2032;736660;213507;13623;199883;113494;86389;124039;89467
4266;Mannen en vrouwen;0 tot 5 jaar;2033;735690;214424;13654;200770;114221;86550;124244;90182
4267;Mannen en vrouwen;0 tot 5 jaar;2034;733804;215402;13684;201717;114956;86762;124498;90902
4268;Mannen en vrouwen;0 tot 5 jaar;2035;730951;216424;13715;202709;115683;87025;124804;91620
4269;Mannen en vrouwen;0 tot 5 jaar;2036;727198;217480;13745;203735;116421;87313;125151;92331
4270;Mannen en vrouwen;0 tot 5 jaar;2037;722624;218567;13777;204792;117158;87633;125534;93033
4271;Mannen en vrouwen;0 tot 5 jaar;2038;717460;219667;13804;205863;117899;87964;125942;93724
4272;Mannen en vrouwen;0 tot 5 jaar;2039;711975;220767;13833;206934;118630;88304;126372;94396
4273;Mannen en vrouwen;0 tot 5 jaar;2040;706479;221860;13864;207995;119345;88650;126820;95042
4274;Mannen en vrouwen;0 tot 5 jaar;2041;701194;222930;13892;209038;120039;88999;127274;95656
4275;Mannen en vrouwen;0 tot 5 jaar;2042;696366;223964;13916;210048;120702;89347;127720;96245
4276;Mannen en vrouwen;0 tot 5 jaar;2043;692140;224963;13944;211019;121332;89687;128166;96799
4277;Mannen en vrouwen;0 tot 5 jaar;2044;688615;225921;13969;211953;121939;90014;128603;97320
4278;Mannen en vrouwen;0 tot 5 jaar;2045;685848;226844;13995;212850;122521;90330;129032;97814
4279;Mannen en vrouwen;0 tot 5 jaar;2046;683864;227720;14019;213701;123069;90632;129444;98277
