ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
136;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;23.6;-13.8;32.0;8.2;-8.5;-9.2;32.4;-45.1;-23.9;-5.6;11.7
137;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;17.3;0.7;29.4;-6.7;9.6;15.5;5.6;-27.0;-18.9;-3.6;26.1
138;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;1.7;17.2;57.6;-2.4;31.1;24.0;19.2;-36.8;-10.8;27.6;-8.9
139;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;2.2;46.9;39.5;55.8;19.5;21.0;47.2;-17.1;-7.1;28.5;29.1
140;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;52.2;-18.3;55.7;-11.9;26.5;-10.8;21.9;-16.6;-9.8;25.7;38.7
141;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;-21.3;-19.3;-5.4;42.6;5.2;11.0;40.5;-6.9;-5.6;-1.7;11.5
142;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;-10.1;1.8;37.5;-11.3;10.2;5.9;26.7;-5.7;-15.4;-1.1;10.1
143;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-27.3;-15.6;-7.7;1.0;20.5;18.6;5.9;-18.5;9.8;-12.4;8.8
144;B Delfstoffenwinning;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;-3.2;-13.9;-4.0;-16.7;13.4;2.5;9.3;-1.9;20.1;6.8;-5.1
145;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2016 1e kwartaal;15.1;7.4;3.1;2.3;-8.9;-1.7;-9.8;-28.9;-32.7;-34.3;-30.5
146;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2016 2e kwartaal;-32.3;-18.9;-6.7;-14.7;-10.5;-22.5;-3.0;-25.2;-12.9;-20.0;-15.3
147;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2016 3e kwartaal;-8.0;-21.2;-15.7;-3.0;-11.9;-1.1;-11.5;-22.0;-22.1;-27.2;5.0
148;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2016 4e kwartaal;-26.3;-23.3;-12.2;0.6;-35.1;-17.2;-33.3;-37.4;-49.3;-33.3;-7.2
149;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2017 1e kwartaal;-28.8;-23.1;0.0;-2.7;-4.7;1.8;-8.5;-61.1;-44.8;2.7;-8.5
150;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2017 2e kwartaal;-28.5;3.6;-27.4;-2.5;15.7;19.5;-8.0;-48.9;-40.4;-2.9;-27.5
151;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2017 3e kwartaal;-3.7;-10.7;7.8;17.3;12.1;12.9;5.4;-47.0;-20.5;-25.2;-5.9
152;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2017 4e kwartaal;-27.4;-42.5;-22.6;-42.0;-2.8;-10.0;16.6;-27.4;-21.3;-1.0;-1.6
153;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2018 1e kwartaal;-42.7;-1.0;-52.1;-3.6;-16.5;-12.0;42.8;-40.7;-14.7;10.1;-3.8
154;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2018 2e kwartaal;5.4;-27.8;31.6;-27.9;-6.5;-13.3;-10.5;-50.9;-35.3;9.2;-59.6
155;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2018 3e kwartaal;-25.2;-38.6;-38.4;-40.0;-3.1;-11.6;17.9;-43.5;-43.2;-6.5;13.6
156;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2018 4e kwartaal;-38.8;9.8;-28.9;27.4;-15.6;1.1;8.0;-41.1;-25.9;-22.4;-59.8
157;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2019 1e kwartaal;10.0;-4.7;20.7;3.0;-0.7;-23.5;31.0;-30.7;-29.2;30.0;44.5
158;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2019 2e kwartaal;23.8;-3.9;43.5;-5.4;24.0;15.2;13.2;-21.1;15.2;10.5;49.7
159;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2019 3e kwartaal;-5.7;30.0;-1.8;33.7;33.4;23.1;-3.9;-25.9;20.1;14.7;-4.5
160;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2019 4e kwartaal;4.3;16.2;14.3;21.7;9.1;3.5;25.0;10.2;8.9;-15.8;-50.9
161;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2020 1e kwartaal;-4.5;-18.7;23.0;-14.2;-8.0;-17.2;19.3;1.6;4.3;0.8;19.9
162;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-31.2;-66.5;-59.7;-69.0;-18.0;-49.6;7.8;-8.5;-28.5;-33.0;-49.5
163;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-44.0;9.5;-59.7;8.5;-42.7;6.9;3.6;-21.4;-52.3;-55.3;-55.0
164;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2020 4e kwartaal;0.7;35.4;-1.7;9.5;-4.2;-5.6;20.8;-54.5;-39.9;-51.7;-44.0
165;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2021 1e kwartaal;20.7;-20.2;22.2;3.1;-6.8;-3.7;23.5;-48.4;-25.0;-5.9;9.0
166;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2021 2e kwartaal;-3.6;6.3;21.9;-1.9;7.8;2.7;19.8;-28.9;-21.4;-3.2;21.4
167;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2021 3e kwartaal;14.4;20.1;65.0;8.2;27.5;24.3;23.0;-34.6;-15.2;30.3;1.8
168;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2021 4e kwartaal;13.2;44.8;49.2;45.4;23.2;28.1;38.2;-14.1;0.9;25.8;25.8
169;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2022 1e kwartaal;47.3;-15.1;47.0;-15.8;30.8;-7.2;12.8;-20.2;-11.2;24.7;34.9
170;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2022 2e kwartaal;-36.8;-7.3;-10.4;57.5;-0.3;7.7;56.8;-9.3;-6.4;-0.3;12.0
171;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2022 3e kwartaal;3.4;4.2;44.9;-3.9;8.8;2.8;30.4;-2.6;-18.5;0.7;15.7
172;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2022 4e kwartaal;-20.5;-33.2;-1.4;-17.3;23.1;21.4;-5.2;-15.6;15.0;-14.6;6.5
173;B Delfstoffenwinning;Seizoengecorrigeerde cijfers;2023 1e kwartaal;-15.9;-16.3;-18.1;-20.4;16.4;12.8;-0.7;-3.5;17.7;1.5;-9.9
174;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;15.1;4.0;19.7;0.0;10.2;2.6;10.5;0.1;-0.8;1.8;5.6
175;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;7.3;14.6;5.1;15.4;4.1;12.1;0.7;2.7;-0.2;0.0;0.1
176;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;17.9;2.8;18.1;4.4;9.8;3.8;2.4;7.7;-0.4;4.1;5.8
177;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;7.7;17.3;6.9;14.9;5.1;7.4;5.7;7.0;-0.2;2.2;3.3
178;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;17.2;8.5;22.3;7.1;13.5;8.3;17.1;10.8;1.7;12.3;10.7
179;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;16.0;19.2;15.8;20.5;13.1;12.3;7.2;9.5;10.3;13.5;8.2
180;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;17.9;4.9;16.4;4.2;10.4;4.0;4.6;13.7;13.0;9.4;6.6
181;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;8.0;19.0;9.4;25.8;9.0;16.4;11.9;15.0;11.1;11.1;3.6
182;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;17.8;13.7;22.0;11.9;15.1;10.2;21.6;11.1;12.7;13.2;10.9
183;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;15.1;20.0;15.9;20.7;9.7;10.7;7.5;14.0;15.2;10.5;5.6
184;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;17.8;3.3;23.5;4.9;12.0;2.4;10.6;15.5;13.4;11.1;11.0
185;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;4.6;14.6;2.2;18.6;1.3;10.8;12.9;13.1;13.3;5.8;-1.0
186;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;12.1;7.1;15.0;8.4;6.9;8.2;23.1;12.4;12.6;3.2;5.9
187;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;4.5;14.0;4.1;13.8;3.5;8.4;6.5;10.2;9.8;-0.2;3.3
188;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;7.1;-2.3;10.0;-2.1;5.2;1.4;3.2;6.8;4.8;-2.7;0.7
189;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;-1.3;11.8;-3.7;14.1;-1.0;5.6;7.8;5.1;3.1;-7.2;-7.2
190;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;8.6;3.6;8.3;4.2;1.1;3.1;21.4;4.5;8.4;-4.3;-0.3
191;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-12.0;-54.2;-10.1;-50.3;-8.3;-40.2;-5.4;-3.5;-21.4;-30.2;-20.2
192;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-31.5;-1.9;-32.2;-1.9;-30.4;0.1;-1.4;-16.6;-7.1;-42.0;-42.3
193;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;-0.3;3.1;-3.1;6.9;-5.2;2.4;0.5;-4.8;-1.8;-14.8;-13.8
194;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;13.4;4.4;17.9;0.3;9.1;-0.1;17.3;-2.3;2.0;-3.4;0.3
195;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;11.9;18.2;11.9;18.5;13.4;11.5;21.8;4.9;11.1;4.5;6.1
196;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;20.8;12.0;26.2;14.0;14.1;10.1;29.4;11.5;17.6;14.5;9.1
197;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;11.3;21.7;18.1;24.1;12.9;15.2;38.7;12.7;21.4;12.0;6.9
198;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;15.6;7.7;25.9;9.0;15.4;7.1;51.6;15.1;22.1;3.3;8.6
199;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;12.2;16.7;13.5;25.4;7.7;15.4;53.2;13.9;20.4;-14.4;-5.3
200;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;13.5;1.3;25.3;6.6;17.0;5.3;39.9;13.4;18.8;-10.8;-0.9
201;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-2.3;8.4;6.6;10.3;5.6;7.4;48.6;8.2;11.4;-21.6;-16.6
202;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;10.8;6.3;21.2;4.4;10.6;7.6;45.6;8.6;13.4;-11.0;-1.0
203;C Industrie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;12.6;7.3;14.6;8.0;10.2;6.3;3.6;4.0;-0.5;1.6;4.9
204;C Industrie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;9.8;8.9;9.3;8.8;5.5;8.2;3.4;4.1;0.0;-0.4;0.8
205;C Industrie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;14.3;8.8;13.9;12.1;8.3;7.4;6.9;5.1;-1.3;3.7;5.2
206;C Industrie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;11.2;13.7;12.0;5.7;5.2;4.0;5.5;4.4;0.2;3.2;4.0
207;C Industrie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;14.6;11.9;17.2;15.2;13.5;12.0;10.2;14.6;5.2;12.1;10.0
208;C Industrie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;18.5;13.4;19.9;13.9;14.5;8.5;9.9;10.9;7.2;13.1;8.9
209;C Industrie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;14.4;10.9;12.2;11.9;8.9;7.6;9.0;11.1;12.1;9.0;6.0
210;C Industrie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;11.5;15.3;14.4;16.6;9.1;13.0;11.7;12.4;11.6;12.1;4.3
211;C Industrie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;15.2;17.2;16.9;19.9;15.2;13.9;14.7;15.0;13.0;13.0;10.2
212;C Industrie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;17.7;14.1;20.0;14.1;11.0;6.9;10.2;15.4;15.3;10.1;6.3
213;C Industrie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;14.3;9.5;19.3;12.6;10.6;6.0;15.0;12.8;12.5;10.7;10.3
214;C Industrie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;8.2;10.9;7.3;9.5;1.4;7.4;12.6;10.5;13.7;6.7;-0.3
215;C Industrie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;9.6;10.6;9.9;16.5;6.9;11.9;16.2;16.3;16.2;3.0;5.2
216;C Industrie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;7.1;8.1;8.2;7.3;4.8;4.5;9.2;11.7;6.7;-0.7;4.0
217;C Industrie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;3.6;3.9;5.9;5.6;3.7;5.0;7.7;4.2;4.0;-3.1;0.0
218;C Industrie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;2.2;8.0;1.3;4.9;-0.9;2.1;7.6;2.5;3.5;-6.3;-6.5
219;C Industrie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;6.1;7.4;3.0;10.5;-0.5;6.0;13.0;7.6;9.8;-4.3;-1.5
220;C Industrie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-9.5;-60.2;-7.1;-56.7;-7.5;-43.5;-2.4;-2.4;-23.9;-30.5;-19.4
221;C Industrie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-35.3;4.6;-36.8;5.9;-31.6;3.4;3.3;-18.7;-6.8;-42.6;-43.8
222;C Industrie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;3.5;-1.2;3.8;-0.8;-3.2;-0.6;1.2;-6.8;-1.1;-13.8;-11.9
223;C Industrie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;11.0;8.2;12.7;6.6;7.6;2.8;8.8;0.7;1.7;-3.4;-0.9
224;C Industrie;Seizoengecorrigeerde cijfers;2021 2e kwartaal;14.4;12.1;14.9;12.1;14.2;8.2;24.9;5.9;10.3;4.2;7.0
225;C Industrie;Seizoengecorrigeerde cijfers;2021 3e kwartaal;17.0;18.6;21.6;21.8;12.9;13.5;34.1;9.4;18.0;13.9;7.6
226;C Industrie;Seizoengecorrigeerde cijfers;2021 4e kwartaal;15.1;17.4;25.0;16.3;14.8;12.3;39.4;10.7;22.1;13.0;8.8
227;C Industrie;Seizoengecorrigeerde cijfers;2022 1e kwartaal;12.7;11.2;20.3;15.1;13.2;9.3;43.3;16.7;22.7;-0.1;6.0
228;C Industrie;Seizoengecorrigeerde cijfers;2022 2e kwartaal;15.4;10.9;18.0;19.2;8.9;12.4;57.6;15.2;19.2;-13.1;-3.5
229;C Industrie;Seizoengecorrigeerde cijfers;2022 3e kwartaal;9.7;7.6;20.4;13.4;15.7;8.8;43.3;11.7;19.2;-7.7;-2.5
230;C Industrie;Seizoengecorrigeerde cijfers;2022 4e kwartaal;1.3;4.5;12.6;3.5;8.0;4.6;49.1;7.0;11.5;-19.3;-14.3
231;C Industrie;Seizoengecorrigeerde cijfers;2023 1e kwartaal;8.0;10.3;15.5;10.7;8.8;10.3;37.5;9.9;13.9;-11.9;-4.0
232;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;31.1;-6.9;40.9;-3.5;20.4;6.6;5.3;4.7;-0.4;4.5;7.2
233;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;3.7;17.1;-0.2;21.6;2.3;16.1;-4.2;3.0;1.9;-7.2;-1.0
234;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;22.8;-0.4;23.9;2.7;15.7;3.0;0.6;5.2;0.4;-1.1;3.5
235;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;4.9;21.0;6.2;21.2;3.9;18.0;15.9;4.1;2.3;0.9;-0.5
236;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;19.1;-13.4;29.1;-11.1;19.7;-5.2;18.3;14.1;-6.5;17.2;19.9
237;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;4.1;22.1;12.7;17.8;8.5;10.6;7.7;2.7;3.0;11.4;-0.3
238;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;9.1;8.3;21.2;14.2;18.4;12.9;4.6;7.8;3.9;2.6;7.1
239;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;4.0;11.0;4.6;18.4;6.4;10.9;8.6;11.3;7.9;3.0;1.1
240;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;20.2;-3.6;21.6;-5.6;10.4;1.1;-2.3;6.1;5.1;4.4;2.5
241;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;18.4;25.4;7.7;20.6;2.7;12.1;-5.2;12.1;13.0;0.4;4.4
242;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;7.7;0.9;8.7;11.7;3.0;14.2;12.0;10.6;8.1;5.0;-3.6
243;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;-0.5;20.5;-0.5;20.6;3.7;11.9;15.6;13.8;13.3;4.5;-8.4
244;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;11.8;-0.9;18.8;-2.0;11.8;3.8;25.9;15.3;4.1;1.1;-11.2
245;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;-4.1;11.8;-9.2;16.6;1.9;13.0;6.2;3.6;11.0;-4.0;-1.4
246;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;5.3;3.7;10.2;5.4;6.5;4.3;0.8;12.5;12.2;-1.8;-4.2
247;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;5.3;14.5;-3.4;14.8;-2.9;7.3;8.7;13.4;7.1;-2.6;-11.2
248;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;21.6;2.8;14.7;2.9;1.0;3.5;17.6;17.0;9.6;-0.2;-2.6
249;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-6.0;-32.6;7.2;-33.0;2.1;-30.0;-6.6;1.2;-15.5;-16.8;-14.4
250;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-16.6;9.2;-24.6;7.4;-27.0;9.7;0.6;-8.9;1.5;-32.6;-35.0
251;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;3.0;5.6;-5.4;1.6;-11.3;-2.9;0.4;0.2;-1.4;-17.6;-11.7
252;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;2.5;-12.7;10.1;-11.5;3.0;-4.2;11.0;-6.9;1.1;-20.1;-13.3
253;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;2.7;18.2;6.1;19.7;4.7;9.0;17.4;-5.2;6.4;-4.7;-1.8
254;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;18.9;14.6;29.2;16.8;17.6;10.0;16.8;0.4;13.1;15.0;4.5
255;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;11.3;21.0;18.2;22.7;16.2;12.9;39.2;-1.5;15.2;10.5;-8.6
256;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;13.5;0.3;28.9;5.9;24.4;10.4;69.5;9.8;8.6;-1.7;-3.2
257;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;7.9;20.6;17.7;33.4;15.6;24.1;70.7;5.8;14.5;-20.7;-11.7
258;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;13.3;-4.5;47.0;11.5;35.4;10.6;56.6;7.1;10.4;-11.1;5.9
259;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-4.1;3.2;19.2;13.8;17.5;5.7;65.8;-0.8;0.1;-30.1;-18.7
260;10-12 Voedings-, genotmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;13.5;-14.1;37.3;0.3;25.0;4.6;47.4;3.2;-3.7;-16.7;9.5
261;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;22.9;4.5;26.2;15.0;17.5;13.2;0.7;5.1;1.2;1.5;6.9
262;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;10.2;13.6;10.6;13.4;7.3;13.5;-0.8;3.9;3.4;-7.4;-2.2
263;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;23.8;2.0;21.1;4.9;9.7;3.5;3.5;4.4;-1.6;-0.6;2.4
264;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;5.6;10.7;13.0;8.8;7.7;13.5;14.2;3.5;1.0;3.5;2.0
265;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;10.9;3.8;20.5;7.3;16.8;1.4;13.7;14.6;-1.4;14.2;19.7
266;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;10.5;12.8;17.4;9.6;13.5;7.9;11.1;3.4;1.1;11.3;-1.4
267;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;10.1;10.6;18.4;16.4;12.4;13.4;7.5;7.3;1.9;3.2;5.9
268;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;4.7;0.6;11.3;6.1;10.3;6.4;6.9;10.7;6.6;5.6;3.6
269;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;12.0;7.8;6.8;12.9;7.5;7.7;-6.9;6.5;6.8;1.3;2.2
270;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;24.9;22.0;18.6;12.3;7.7;9.5;-1.9;12.7;14.5;0.3;3.3
271;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;8.7;3.3;5.8;13.9;-3.0;14.7;14.9;10.4;6.2;5.6;-4.8
272;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;0.2;10.2;6.3;8.3;7.6;7.4;13.9;13.1;12.1;7.1;-5.9
273;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;3.7;16.3;10.2;16.5;8.9;10.4;21.2;15.7;9.2;-2.0;-11.5
274;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;2.4;2.6;-4.5;8.4;6.9;10.4;9.6;4.0;9.1;-4.2;-2.5
275;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;6.3;6.0;7.3;7.6;0.5;4.8;3.7;12.4;10.2;-1.2;-5.3
276;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;6.0;4.1;3.4;2.4;1.0;2.8;7.0;12.7;5.9;0.1;-8.7
277;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;13.8;18.9;5.8;20.7;-2.7;9.2;12.9;17.6;14.6;-0.8;-2.2
278;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-0.9;-41.6;10.8;-41.1;6.8;-32.8;-2.4;2.1;-16.5;-16.3;-15.7
279;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-15.1;12.1;-26.3;9.6;-32.0;10.1;3.4;-9.1;-1.2;-33.6;-36.9
280;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;4.3;-4.5;1.7;-10.3;-7.2;-6.2;-1.9;-1.0;-2.6;-16.6;-9.0
281;10-12 Voedings-, genotmiddelenindustrie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;-5.4;3.5;1.1;6.3;-0.7;1.5;6.3;-6.3;4.2;-20.6;-12.9
