ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1147;Benzineauto klasse D;2004;;;;;;;;
1148;Benzineauto klasse D;2005 1e kwartaal;;;;;;;;
1149;Benzineauto klasse D;2005 2e kwartaal;;;;;;;;
1150;Benzineauto klasse D;2005 3e kwartaal;;;;;;;;
1151;Benzineauto klasse D;2005 4e kwartaal;;;;;;;;
1152;Benzineauto klasse D;2005;;;;;;;;
1153;Benzineauto klasse D;2006 1e kwartaal;94.9;;;;93.6;;;
1154;Benzineauto klasse D;2006 2e kwartaal;95.7;0.8;;;95.5;2.0;;
1155;Benzineauto klasse D;2006 3e kwartaal;95.5;-0.2;;;95.7;0.2;;
1156;Benzineauto klasse D;2006 4e kwartaal;95.6;0.1;;;93.0;-2.8;;
1157;Benzineauto klasse D;2006;95.4;;;;94.5;;;
1158;Benzineauto klasse D;2007 1e kwartaal;96.3;0.7;1.5;;94.3;1.4;0.7;
1159;Benzineauto klasse D;2007 2e kwartaal;97.0;0.7;1.4;;97.5;3.4;2.1;
1160;Benzineauto klasse D;2007 3e kwartaal;97.8;0.8;2.4;;96.9;-0.6;1.3;
1161;Benzineauto klasse D;2007 4e kwartaal;97.6;-0.2;2.1;;97.0;0.1;4.3;
1162;Benzineauto klasse D;2007;97.2;;1.8;;96.4;;2.1;
1163;Benzineauto klasse D;2008 1e kwartaal;95.3;-2.3;-1.0;;95.6;-1.4;1.4;
1164;Benzineauto klasse D;2008 2e kwartaal;96.1;0.9;-0.9;;97.6;2.1;0.1;
1165;Benzineauto klasse D;2008 3e kwartaal;97.3;1.2;-0.5;;99.2;1.7;2.4;
1166;Benzineauto klasse D;2008 4e kwartaal;97.2;0.0;-0.4;;96.0;-3.3;-1.1;
1167;Benzineauto klasse D;2008;96.5;;-0.7;;97.1;;0.7;
1168;Benzineauto klasse D;2009 1e kwartaal;98.3;1.1;3.1;;95.9;-0.1;0.3;
1169;Benzineauto klasse D;2009 2e kwartaal;97.9;-0.4;1.8;;96.6;0.7;-1.1;
1170;Benzineauto klasse D;2009 3e kwartaal;98.9;1.0;1.7;;98.3;1.8;-0.9;
1171;Benzineauto klasse D;2009 4e kwartaal;99.4;0.5;2.2;;99.0;0.7;3.1;
1172;Benzineauto klasse D;2009;98.6;;2.2;;97.4;;0.3;
1173;Benzineauto klasse D;2010 1e kwartaal;100.3;0.9;2.1;;99.8;0.9;4.1;
1174;Benzineauto klasse D;2010 2e kwartaal;99.4;-0.9;1.6;;100.8;1.0;4.4;
1175;Benzineauto klasse D;2010 3e kwartaal;98.4;-1.0;-0.5;;99.7;-1.1;1.4;
1176;Benzineauto klasse D;2010 4e kwartaal;98.6;0.1;-0.8;;100.1;0.4;1.1;
1177;Benzineauto klasse D;2010;99.2;;0.6;;100.1;;2.7;
1178;Benzineauto klasse D;2011 1e kwartaal;100.2;1.7;-0.1;;103.2;3.1;3.3;
1179;Benzineauto klasse D;2011 2e kwartaal;100.4;0.1;1.0;;104.4;1.2;3.6;
1180;Benzineauto klasse D;2011 3e kwartaal;99.3;-1.0;0.9;;103.1;-1.3;3.4;
1181;Benzineauto klasse D;2011 4e kwartaal;99.8;0.4;1.2;;102.5;-0.6;2.4;
1182;Benzineauto klasse D;2011;99.9;;0.8;;103.3;;3.2;
1183;Benzineauto klasse D;2012 1e kwartaal;99.0;-0.8;-1.3;;102.8;0.3;-0.4;
1184;Benzineauto klasse D;2012 2e kwartaal;99.2;0.3;-1.1;;103.7;0.9;-0.7;
1185;Benzineauto klasse D;2012 3e kwartaal;101.4;2.2;2.1;;105.3;1.6;2.2;
1186;Benzineauto klasse D;2012 4e kwartaal;101.4;0.0;1.6;;105.3;0.0;2.8;
1187;Benzineauto klasse D;2012;100.2;;0.3;;104.3;;1.0;
1188;Benzineauto klasse D;2013 1e kwartaal;102.8;1.4;3.8;;106.4;1.0;3.5;
1189;Benzineauto klasse D;2013 2e kwartaal;102.5;-0.2;3.3;;105.5;-0.9;1.7;
1190;Benzineauto klasse D;2013 3e kwartaal;102.5;0.0;1.1;;105.9;0.4;0.6;
1191;Benzineauto klasse D;2013 4e kwartaal;102.1;-0.3;0.7;;104.3;-1.5;-0.9;
1192;Benzineauto klasse D;2013;102.5;;2.2;;105.5;;1.2;
1193;Benzineauto klasse D;2014 1e kwartaal;101.9;-0.2;-0.8;;104.5;0.1;-1.8;
1194;Benzineauto klasse D;2014 2e kwartaal;101.6;-0.3;-0.9;;104.8;0.3;-0.6;
1195;Benzineauto klasse D;2014 3e kwartaal;100.8;-0.7;-1.6;;103.9;-0.8;-1.9;
1196;Benzineauto klasse D;2014 4e kwartaal;101.3;0.5;-0.8;;102.8;-1.1;-1.5;
1197;Benzineauto klasse D;2014;101.4;;-1.0;;104.0;;-1.5;
1198;Benzineauto klasse D;2015 1e kwartaal;101.5;0.2;-0.4;3.1;101.2;-1.6;-3.1;3.5
1199;Benzineauto klasse D;2015 2e kwartaal;99.7;-1.7;-1.8;3.1;100.5;-0.7;-4.1;3.5
1200;Benzineauto klasse D;2015 3e kwartaal;99.4;-0.4;-1.4;3.1;99.7;-0.9;-4.1;3.5
1201;Benzineauto klasse D;2015 4e kwartaal;99.3;-0.1;-2.0;3.1;98.6;-1.1;-4.1;3.5
1202;Benzineauto klasse D;2015;100.0;;-1.4;3.1;100.0;;-3.8;3.5
1203;Benzineauto klasse D;2016 1e kwartaal;101.1;1.8;-0.4;3.1;98.6;0.0;-2.6;3.5
1204;Benzineauto klasse D;2016 2e kwartaal;101.3;0.2;1.6;3.1;99.7;1.1;-0.8;3.5
1205;Benzineauto klasse D;2016 3e kwartaal;100.3;-1.1;0.9;3.1;98.8;-0.9;-0.9;3.5
1206;Benzineauto klasse D;2016 4e kwartaal;101.1;0.9;1.8;3.1;100.1;1.3;1.5;3.5
1207;Benzineauto klasse D;2016;101.0;;1.0;3.1;99.3;;-0.7;3.5
1208;Benzineauto klasse D;2017 1e kwartaal;102.5;1.3;1.4;3.1;102.5;2.4;4.0;3.5
1209;Benzineauto klasse D;2017 2e kwartaal;103.2;0.6;1.8;3.1;102.4;-0.1;2.7;3.5
1210;Benzineauto klasse D;2017 3e kwartaal;103.1;-0.1;2.8;3.1;101.9;-0.5;3.1;3.5
1211;Benzineauto klasse D;2017 4e kwartaal;103.2;0.1;2.1;3.1;102.2;0.3;2.1;3.5
1212;Benzineauto klasse D;2017;103.0;;2.0;3.1;102.2;;3.0;3.5
1213;Benzineauto klasse D;2018 1e kwartaal;103.8;0.6;1.3;3.1;102.6;0.4;0.1;3.5
1214;Benzineauto klasse D;2018 2e kwartaal;104.3;0.5;1.1;3.1;104.7;2.0;2.2;3.5
1215;Benzineauto klasse D;2018 3e kwartaal;105.6;1.2;2.4;3.1;106.3;1.6;4.4;3.5
1216;Benzineauto klasse D;2018 4e kwartaal;108.4;2.6;5.0;3.1;108.2;1.7;5.9;3.5
1217;Benzineauto klasse D;2018;105.6;;2.5;3.1;105.5;;3.1;3.5
1218;Benzineauto klasse D;2019 1e kwartaal;110.6;2.0;6.6;3.1;109.5;1.2;6.7;3.5
1219;Benzineauto klasse D;2019 2e kwartaal;109.9;-0.6;5.3;3.1;110.3;0.7;5.4;3.5
1220;Benzineauto klasse D;2019 3e kwartaal;108.8;-1.0;3.0;3.1;108.9;-1.3;2.4;3.5
1221;Benzineauto klasse D;2019 4e kwartaal;110.3;1.4;1.7;3.1;110.1;1.1;1.8;3.5
1222;Benzineauto klasse D;2019;109.9;;4.1;3.1;109.7;;4.0;3.5
1223;Benzineauto klasse D;2020 1e kwartaal;112.8;2.2;2.0;3.1;112.0;1.8;2.3;3.5
1224;Benzineauto klasse D;2020 2e kwartaal;114.7;1.7;4.4;3.1;111.8;-0.2;1.3;3.5
1225;Benzineauto klasse D;2020 3e kwartaal;113.2;-1.4;4.0;3.1;112.8;0.9;3.6;3.5
1226;Benzineauto klasse D;2020 4e kwartaal;111.7;-1.3;1.3;3.1;111.4;-1.2;1.2;3.5
1227;Benzineauto klasse D;2020;113.1;;2.9;3.1;112.0;;2.1;3.5
1228;Benzineauto klasse D;2021 1e kwartaal;113.4;1.5;0.5;3.1;113.8;2.1;1.6;3.5
1229;Benzineauto klasse D;2021 2e kwartaal;114.0;0.5;-0.7;3.1;115.9;1.9;3.7;3.5
1230;Benzineauto klasse D;2021 3e kwartaal;114.6;0.5;1.2;3.1;117.2;1.1;3.9;3.5
1231;Benzineauto klasse D;2021 4e kwartaal;114.1;-0.4;2.1;3.1;119.5;2.0;7.3;3.5
1232;Benzineauto klasse D;2021;114.0;;0.8;3.1;116.6;;4.1;3.5
1233;Benzineauto klasse D;2022 1e kwartaal;116.3;1.9;2.6;3.1;121.8;1.9;7.1;3.5
1234;Benzineauto klasse D;2022 2e kwartaal;121.5;4.5;6.6;3.1;128.1;5.2;10.6;3.5
1235;Benzineauto klasse D;2022 3e kwartaal;124.4;2.4;8.6;3.1;130.4;1.7;11.3;3.5
1236;Benzineauto klasse D;2022 4e kwartaal;129.0;3.7;13.0;3.1;132.0;1.2;10.4;3.5
1237;Benzineauto klasse D;2022;122.8;;7.7;3.1;128.1;;9.9;3.5
1238;Benzineauto klasse D;2023 1e kwartaal;133.5;3.5;14.8;3.1;133.6;1.3;9.7;3.5
1239;Benzineauto klasse D;2023 2e kwartaal;134.8;1.0;11.0;3.1;134.3;0.5;4.8;3.5
1240;Benzineauto klasse D;2023 3e kwartaal;136.1;1.0;9.4;3.1;138.3;3.0;6.1;3.5
1241;Benzineauto klasse D;2023 4e kwartaal;137.7;1.2;6.8;3.1;139.6;0.9;5.8;3.5
1242;Benzineauto klasse D;2023;135.5;;10.4;3.1;136.5;;6.6;3.5
1243;Benzineauto klasse MPV/SUV;2001 3e kwartaal;;;;;;;;
1244;Benzineauto klasse MPV/SUV;2001 4e kwartaal;;;;;;;;
1245;Benzineauto klasse MPV/SUV;2001;;;;;;;;
1246;Benzineauto klasse MPV/SUV;2002 1e kwartaal;;;;;;;;
1247;Benzineauto klasse MPV/SUV;2002 2e kwartaal;;;;;;;;
1248;Benzineauto klasse MPV/SUV;2002 3e kwartaal;;;;;;;;
1249;Benzineauto klasse MPV/SUV;2002 4e kwartaal;;;;;;;;
1250;Benzineauto klasse MPV/SUV;2002;;;;;;;;
1251;Benzineauto klasse MPV/SUV;2003 1e kwartaal;;;;;;;;
1252;Benzineauto klasse MPV/SUV;2003 2e kwartaal;;;;;;;;
1253;Benzineauto klasse MPV/SUV;2003 3e kwartaal;;;;;;;;
1254;Benzineauto klasse MPV/SUV;2003 4e kwartaal;;;;;;;;
1255;Benzineauto klasse MPV/SUV;2003 ;;;;;;;;
1256;Benzineauto klasse MPV/SUV;2004 1e kwartaal;;;;;;;;
1257;Benzineauto klasse MPV/SUV;2004 2e kwartaal;;;;;;;;
1258;Benzineauto klasse MPV/SUV;2004 3e kwartaal;;;;;;;;
1259;Benzineauto klasse MPV/SUV;2004 4e kwartaal;;;;;;;;
1260;Benzineauto klasse MPV/SUV;2004;;;;;;;;
1261;Benzineauto klasse MPV/SUV;2005 1e kwartaal;;;;;;;;
1262;Benzineauto klasse MPV/SUV;2005 2e kwartaal;;;;;;;;
1263;Benzineauto klasse MPV/SUV;2005 3e kwartaal;;;;;;;;
1264;Benzineauto klasse MPV/SUV;2005 4e kwartaal;;;;;;;;
1265;Benzineauto klasse MPV/SUV;2005;;;;;;;;
1266;Benzineauto klasse MPV/SUV;2006 1e kwartaal;;;;;;;;
1267;Benzineauto klasse MPV/SUV;2006 2e kwartaal;;;;;;;;
1268;Benzineauto klasse MPV/SUV;2006 3e kwartaal;;;;;;;;
1269;Benzineauto klasse MPV/SUV;2006 4e kwartaal;;;;;;;;
1270;Benzineauto klasse MPV/SUV;2006;;;;;;;;
1271;Benzineauto klasse MPV/SUV;2007 1e kwartaal;;;;;;;;
1272;Benzineauto klasse MPV/SUV;2007 2e kwartaal;;;;;;;;
1273;Benzineauto klasse MPV/SUV;2007 3e kwartaal;;;;;;;;
1274;Benzineauto klasse MPV/SUV;2007 4e kwartaal;;;;;;;;
1275;Benzineauto klasse MPV/SUV;2007;;;;;;;;
1276;Benzineauto klasse MPV/SUV;2008 1e kwartaal;;;;;;;;
1277;Benzineauto klasse MPV/SUV;2008 2e kwartaal;;;;;;;;
1278;Benzineauto klasse MPV/SUV;2008 3e kwartaal;;;;;;;;
1279;Benzineauto klasse MPV/SUV;2008 4e kwartaal;;;;;;;;
1280;Benzineauto klasse MPV/SUV;2008;;;;;;;;
1281;Benzineauto klasse MPV/SUV;2009 1e kwartaal;;;;;;;;
1282;Benzineauto klasse MPV/SUV;2009 2e kwartaal;;;;;;;;
1283;Benzineauto klasse MPV/SUV;2009 3e kwartaal;;;;;;;;
1284;Benzineauto klasse MPV/SUV;2009 4e kwartaal;;;;;;;;
1285;Benzineauto klasse MPV/SUV;2009;;;;;;;;
1286;Benzineauto klasse MPV/SUV;2010 1e kwartaal;;;;;;;;
1287;Benzineauto klasse MPV/SUV;2010 2e kwartaal;;;;;;;;
1288;Benzineauto klasse MPV/SUV;2010 3e kwartaal;97.3;;;;100.1;;;
1289;Benzineauto klasse MPV/SUV;2010 4e kwartaal;97.8;0.5;;;101.1;0.9;;
1290;Benzineauto klasse MPV/SUV;2010;;;;;;;;
1291;Benzineauto klasse MPV/SUV;2011 1e kwartaal;99.6;1.9;;;103.4;2.3;;
1292;Benzineauto klasse MPV/SUV;2011 2e kwartaal;100.0;0.4;;;104.8;1.3;;
1293;Benzineauto klasse MPV/SUV;2011 3e kwartaal;98.7;-1.3;1.4;;103.4;-1.3;3.2;
1294;Benzineauto klasse MPV/SUV;2011 4e kwartaal;99.2;0.6;1.5;;103.1;-0.2;2.0;
1295;Benzineauto klasse MPV/SUV;2011;99.4;;;;103.7;;;
1296;Benzineauto klasse MPV/SUV;2012 1e kwartaal;100.3;1.1;0.7;;105.2;2.0;1.8;
1297;Benzineauto klasse MPV/SUV;2012 2e kwartaal;99.9;-0.4;-0.1;;105.4;0.2;0.6;
1298;Benzineauto klasse MPV/SUV;2012 3e kwartaal;101.4;1.5;2.8;;106.3;0.8;2.8;
1299;Benzineauto klasse MPV/SUV;2012 4e kwartaal;101.3;-0.2;2.1;;106.0;-0.2;2.8;
1300;Benzineauto klasse MPV/SUV;2012;100.7;;1.4;;105.7;;2.0;
1301;Benzineauto klasse MPV/SUV;2013 1e kwartaal;103.4;2.1;3.1;;107.6;1.5;2.3;
1302;Benzineauto klasse MPV/SUV;2013 2e kwartaal;102.9;-0.5;3.0;;106.2;-1.3;0.8;
1303;Benzineauto klasse MPV/SUV;2013 3e kwartaal;102.9;0.0;1.5;;106.7;0.4;0.3;
1304;Benzineauto klasse MPV/SUV;2013 4e kwartaal;102.4;-0.6;1.1;;104.7;-1.8;-1.2;
1305;Benzineauto klasse MPV/SUV;2013;102.9;;2.2;;106.3;;0.5;
1306;Benzineauto klasse MPV/SUV;2014 1e kwartaal;101.6;-0.7;-1.7;;104.3;-0.4;-3.1;
1307;Benzineauto klasse MPV/SUV;2014 2e kwartaal;101.1;-0.6;-1.8;;104.2;-0.1;-1.9;
1308;Benzineauto klasse MPV/SUV;2014 3e kwartaal;100.5;-0.5;-2.3;;103.5;-0.7;-3.0;
1309;Benzineauto klasse MPV/SUV;2014 4e kwartaal;101.3;0.8;-1.0;;102.8;-0.7;-1.8;
1310;Benzineauto klasse MPV/SUV;2014;101.1;;-1.7;;103.7;;-2.5;
1311;Benzineauto klasse MPV/SUV;2015 1e kwartaal;101.1;-0.2;-0.5;5.2;100.4;-2.3;-3.7;5.8
1312;Benzineauto klasse MPV/SUV;2015 2e kwartaal;99.9;-1.2;-1.1;5.2;100.9;0.5;-3.2;5.8
1313;Benzineauto klasse MPV/SUV;2015 3e kwartaal;99.5;-0.4;-1.0;5.2;99.9;-0.9;-3.4;5.8
1314;Benzineauto klasse MPV/SUV;2015 4e kwartaal;99.5;-0.1;-1.8;5.2;98.8;-1.1;-3.9;5.8
1315;Benzineauto klasse MPV/SUV;2015;100.0;;-1.1;5.2;100.0;;-3.6;5.8
1316;Benzineauto klasse MPV/SUV;2016 1e kwartaal;101.3;1.8;0.2;5.2;98.7;-0.1;-1.7;5.8
1317;Benzineauto klasse MPV/SUV;2016 2e kwartaal;100.8;-0.5;0.9;5.2;99.3;0.6;-1.6;5.8
1318;Benzineauto klasse MPV/SUV;2016 3e kwartaal;100.2;-0.6;0.7;5.2;98.5;-0.8;-1.4;5.8
1319;Benzineauto klasse MPV/SUV;2016 4e kwartaal;99.9;-0.4;0.4;5.2;98.9;0.4;0.1;5.8
1320;Benzineauto klasse MPV/SUV;2016;100.5;;0.5;5.2;98.8;;-1.2;5.8
1321;Benzineauto klasse MPV/SUV;2017 1e kwartaal;100.8;0.9;-0.5;5.2;100.9;2.0;2.2;5.8
1322;Benzineauto klasse MPV/SUV;2017 2e kwartaal;100.3;-0.4;-0.5;5.2;100.3;-0.6;1.0;5.8
1323;Benzineauto klasse MPV/SUV;2017 3e kwartaal;100.0;-0.4;-0.3;5.2;99.4;-0.9;0.9;5.8
1324;Benzineauto klasse MPV/SUV;2017 4e kwartaal;101.0;1.1;1.2;5.2;100.2;0.8;1.3;5.8
1325;Benzineauto klasse MPV/SUV;2017;100.5;;0.0;5.2;100.2;;1.4;5.8
1326;Benzineauto klasse MPV/SUV;2018 1e kwartaal;101.0;-0.1;0.2;5.2;100.3;0.1;-0.6;5.8
1327;Benzineauto klasse MPV/SUV;2018 2e kwartaal;101.9;0.9;1.6;5.2;103.1;2.8;2.8;5.8
1328;Benzineauto klasse MPV/SUV;2018 3e kwartaal;104.6;2.6;4.6;5.2;105.9;2.7;6.6;5.8
1329;Benzineauto klasse MPV/SUV;2018 4e kwartaal;105.3;0.6;4.2;5.2;105.8;-0.1;5.6;5.8
1330;Benzineauto klasse MPV/SUV;2018;103.2;;2.6;5.2;103.8;;3.6;5.8
1331;Benzineauto klasse MPV/SUV;2019 1e kwartaal;108.3;2.9;7.2;5.2;107.7;1.8;7.4;5.8
1332;Benzineauto klasse MPV/SUV;2019 2e kwartaal;107.1;-1.0;5.1;5.2;108.6;0.8;5.3;5.8
1333;Benzineauto klasse MPV/SUV;2019 3e kwartaal;106.6;-0.5;1.9;5.2;107.2;-1.3;1.2;5.8
1334;Benzineauto klasse MPV/SUV;2019 4e kwartaal;107.7;1.0;2.3;5.2;107.8;0.6;1.9;5.8
1335;Benzineauto klasse MPV/SUV;2019;107.4;;4.1;5.2;107.8;;3.9;5.8
1336;Benzineauto klasse MPV/SUV;2020 1e kwartaal;108.8;1.0;0.5;5.2;108.6;0.8;0.9;5.8
1337;Benzineauto klasse MPV/SUV;2020 2e kwartaal;111.0;2.0;3.6;5.2;108.2;-0.4;-0.3;5.8
1338;Benzineauto klasse MPV/SUV;2020 3e kwartaal;111.2;0.2;4.3;5.2;112.1;3.6;4.6;5.8
1339;Benzineauto klasse MPV/SUV;2020 4e kwartaal;111.0;-0.2;3.1;5.2;110.9;-1.1;2.9;5.8
1340;Benzineauto klasse MPV/SUV;2020;110.5;;2.8;5.2;110.0;;2.0;5.8
1341;Benzineauto klasse MPV/SUV;2021 1e kwartaal;113.4;2.2;4.2;5.2;113.8;2.6;4.7;5.8
1342;Benzineauto klasse MPV/SUV;2021 2e kwartaal;113.1;-0.2;2.0;5.2;115.6;1.6;6.8;5.8
1343;Benzineauto klasse MPV/SUV;2021 3e kwartaal;113.6;0.4;2.2;5.2;117.0;1.3;4.4;5.8
1344;Benzineauto klasse MPV/SUV;2021 4e kwartaal;114.5;0.8;3.2;5.2;120.7;3.1;8.8;5.8
1345;Benzineauto klasse MPV/SUV;2021;113.7;;2.9;5.2;116.8;;6.2;5.8
1346;Benzineauto klasse MPV/SUV;2022 1e kwartaal;117.2;2.3;3.4;5.2;123.5;2.4;8.6;5.8
1347;Benzineauto klasse MPV/SUV;2022 2e kwartaal;121.0;3.2;6.9;5.2;129.2;4.6;11.8;5.8
1348;Benzineauto klasse MPV/SUV;2022 3e kwartaal;123.4;2.0;8.6;5.2;130.7;1.2;11.7;5.8
1349;Benzineauto klasse MPV/SUV;2022 4e kwartaal;128.5;4.2;12.2;5.2;132.7;1.5;9.9;5.8
1350;Benzineauto klasse MPV/SUV;2022;122.5;;7.8;5.2;129.0;;10.5;5.8
1351;Benzineauto klasse MPV/SUV;2023 1e kwartaal;133.2;3.6;13.6;5.2;133.7;0.8;8.2;5.8
1352;Benzineauto klasse MPV/SUV;2023 2e kwartaal;133.7;0.4;10.5;5.2;133.6;-0.1;3.4;5.8
1353;Benzineauto klasse MPV/SUV;2023 3e kwartaal;134.0;0.2;8.6;5.2;137.3;2.8;5.1;5.8
1354;Benzineauto klasse MPV/SUV;2023 4e kwartaal;135.8;1.4;5.7;5.2;138.7;1.0;4.6;5.8
1355;Benzineauto klasse MPV/SUV;2023;134.1;;9.5;5.2;135.8;;5.3;5.8
1356;Personenauto's: elektrisch;2001 3e kwartaal;;;;;;;;
1357;Personenauto's: elektrisch;2001 4e kwartaal;;;;;;;;
1358;Personenauto's: elektrisch;2001;;;;;;;;
1359;Personenauto's: elektrisch;2002 1e kwartaal;;;;;;;;
1360;Personenauto's: elektrisch;2002 2e kwartaal;;;;;;;;
1361;Personenauto's: elektrisch;2002 3e kwartaal;;;;;;;;
1362;Personenauto's: elektrisch;2002 4e kwartaal;;;;;;;;
1363;Personenauto's: elektrisch;2002;;;;;;;;
1364;Personenauto's: elektrisch;2003 1e kwartaal;;;;;;;;
1365;Personenauto's: elektrisch;2003 2e kwartaal;;;;;;;;
1366;Personenauto's: elektrisch;2003 3e kwartaal;;;;;;;;
1367;Personenauto's: elektrisch;2003 4e kwartaal;;;;;;;;
1368;Personenauto's: elektrisch;2003 ;;;;;;;;
1369;Personenauto's: elektrisch;2004 1e kwartaal;;;;;;;;
1370;Personenauto's: elektrisch;2004 2e kwartaal;;;;;;;;
1371;Personenauto's: elektrisch;2004 3e kwartaal;;;;;;;;
1372;Personenauto's: elektrisch;2004 4e kwartaal;;;;;;;;
1373;Personenauto's: elektrisch;2004;;;;;;;;
1374;Personenauto's: elektrisch;2005 1e kwartaal;;;;;;;;
1375;Personenauto's: elektrisch;2005 2e kwartaal;;;;;;;;
1376;Personenauto's: elektrisch;2005 3e kwartaal;;;;;;;;
1377;Personenauto's: elektrisch;2005 4e kwartaal;;;;;;;;
1378;Personenauto's: elektrisch;2005;;;;;;;;
1379;Personenauto's: elektrisch;2006 1e kwartaal;;;;;;;;
1380;Personenauto's: elektrisch;2006 2e kwartaal;;;;;;;;
1381;Personenauto's: elektrisch;2006 3e kwartaal;;;;;;;;
1382;Personenauto's: elektrisch;2006 4e kwartaal;;;;;;;;
1383;Personenauto's: elektrisch;2006;;;;;;;;
1384;Personenauto's: elektrisch;2007 1e kwartaal;;;;;;;;
1385;Personenauto's: elektrisch;2007 2e kwartaal;;;;;;;;
1386;Personenauto's: elektrisch;2007 3e kwartaal;;;;;;;;
1387;Personenauto's: elektrisch;2007 4e kwartaal;;;;;;;;
1388;Personenauto's: elektrisch;2007;;;;;;;;
1389;Personenauto's: elektrisch;2008 1e kwartaal;;;;;;;;
1390;Personenauto's: elektrisch;2008 2e kwartaal;;;;;;;;
1391;Personenauto's: elektrisch;2008 3e kwartaal;;;;;;;;
1392;Personenauto's: elektrisch;2008 4e kwartaal;;;;;;;;
1393;Personenauto's: elektrisch;2008;;;;;;;;
1394;Personenauto's: elektrisch;2009 1e kwartaal;;;;;;;;
1395;Personenauto's: elektrisch;2009 2e kwartaal;;;;;;;;
1396;Personenauto's: elektrisch;2009 3e kwartaal;;;;;;;;
1397;Personenauto's: elektrisch;2009 4e kwartaal;;;;;;;;
1398;Personenauto's: elektrisch;2009;;;;;;;;
1399;Personenauto's: elektrisch;2010 1e kwartaal;;;;;;;;
1400;Personenauto's: elektrisch;2010 2e kwartaal;;;;;;;;
1401;Personenauto's: elektrisch;2010 3e kwartaal;;;;;;;;
1402;Personenauto's: elektrisch;2010 4e kwartaal;;;;;;;;
1403;Personenauto's: elektrisch;2010;;;;;;;;
1404;Personenauto's: elektrisch;2011 1e kwartaal;;;;;;;;
1405;Personenauto's: elektrisch;2011 2e kwartaal;;;;;;;;
1406;Personenauto's: elektrisch;2011 3e kwartaal;;;;;;;;
1407;Personenauto's: elektrisch;2011 4e kwartaal;;;;;;;;
1408;Personenauto's: elektrisch;2011;;;;;;;;
1409;Personenauto's: elektrisch;2012 1e kwartaal;;;;;;;;
1410;Personenauto's: elektrisch;2012 2e kwartaal;;;;;;;;
1411;Personenauto's: elektrisch;2012 3e kwartaal;;;;;;;;
1412;Personenauto's: elektrisch;2012 4e kwartaal;;;;;;;;
1413;Personenauto's: elektrisch;2012;;;;;;;;
1414;Personenauto's: elektrisch;2013 1e kwartaal;;;;;;;;
1415;Personenauto's: elektrisch;2013 2e kwartaal;;;;;;;;
1416;Personenauto's: elektrisch;2013 3e kwartaal;;;;;;;;
1417;Personenauto's: elektrisch;2013 4e kwartaal;;;;;;;;
1418;Personenauto's: elektrisch;2013;;;;;;;;
1419;Personenauto's: elektrisch;2014 1e kwartaal;;;;;;;;
1420;Personenauto's: elektrisch;2014 2e kwartaal;;;;;;;;
1421;Personenauto's: elektrisch;2014 3e kwartaal;;;;;;;;
1422;Personenauto's: elektrisch;2014 4e kwartaal;;;;;;;;
1423;Personenauto's: elektrisch;2014;;;;;;;;
1424;Personenauto's: elektrisch;2015 1e kwartaal;;;;15.5;;;;17.2
1425;Personenauto's: elektrisch;2015 2e kwartaal;;;;15.5;;;;17.2
1426;Personenauto's: elektrisch;2015 3e kwartaal;;;;15.5;;;;17.2
1427;Personenauto's: elektrisch;2015 4e kwartaal;;;;15.5;;;;17.2
1428;Personenauto's: elektrisch;2015;;;;15.5;;;;17.2
1429;Personenauto's: elektrisch;2016 1e kwartaal;;;;15.5;;;;17.2
1430;Personenauto's: elektrisch;2016 2e kwartaal;;;;15.5;;;;17.2
1431;Personenauto's: elektrisch;2016 3e kwartaal;;;;15.5;;;;17.2
1432;Personenauto's: elektrisch;2016 4e kwartaal;;;;15.5;;;;17.2
1433;Personenauto's: elektrisch;2016;;;;15.5;;;;17.2
1434;Personenauto's: elektrisch;2017 1e kwartaal;;;;15.5;;;;17.2
1435;Personenauto's: elektrisch;2017 2e kwartaal;;;;15.5;;;;17.2
1436;Personenauto's: elektrisch;2017 3e kwartaal;;;;15.5;;;;17.2
1437;Personenauto's: elektrisch;2017 4e kwartaal;;;;15.5;;;;17.2
1438;Personenauto's: elektrisch;2017;;;;15.5;;;;17.2
1439;Personenauto's: elektrisch;2018 1e kwartaal;102.4;;;15.5;101.9;;;17.2
1440;Personenauto's: elektrisch;2018 2e kwartaal;104.8;2.3;;15.5;104.4;2.5;;17.2
1441;Personenauto's: elektrisch;2018 3e kwartaal;104.1;-0.7;;15.5;103.8;-0.6;;17.2
1442;Personenauto's: elektrisch;2018 4e kwartaal;103.9;-0.1;;15.5;103.8;0.0;;17.2
1443;Personenauto's: elektrisch;2018;103.8;;;15.5;103.5;;;17.2
1444;Personenauto's: elektrisch;2019 1e kwartaal;104.3;0.3;1.8;15.5;103.5;-0.3;1.6;17.2
1445;Personenauto's: elektrisch;2019 2e kwartaal;102.3;-1.8;-2.3;15.5;102.1;-1.4;-2.2;17.2
1446;Personenauto's: elektrisch;2019 3e kwartaal;102.2;-0.2;-1.8;15.5;102.2;0.1;-1.6;17.2
1447;Personenauto's: elektrisch;2019 4e kwartaal;103.6;1.4;-0.2;15.5;103.4;1.3;-0.3;17.2
